Episode,Distance (m),Time (s),Avg Speed (m/s),Total Reward
1,70.24517776857891,3.1670846939086914,22.179759797293286,314.9497255340369
2,44.79399431220653,2.83076810836792,15.82397165624157,177.78073157516843
3,31.613647219056777,1.246764898300171,25.356542570422512,74.07372160555693
4,71.58096766650746,2.121708869934082,33.737412649234656,286.2555453731407
5,63.05661517914737,2.8861045837402344,21.848347261702287,277.6846469505898
6,68.33964863674963,3.0026357173919678,22.759886669205464,309.5152095994689
7,34.385977083825935,1.5668072700500488,21.94652637955116,98.807595928245
8,64.08016718158785,3.5452194213867188,18.07509199431238,301.54646537528873
9,72.65029043882053,3.1830379962921143,22.824198304717083,335.7153581080688
10,71.03046727946035,3.421785354614258,20.758305947997638,331.83401723996104
11,66.10157857681342,3.652510643005371,18.097573159273125,296.48606687089523
12,81.03687704946593,4.687952756881714,17.28619746231599,385.96510009363016
13,47.327889684346076,3.1221158504486084,15.158915284180008,170.0959521546934
14,54.59924622117715,3.953460693359375,13.810494262125196,241.60728067720436
15,65.04894028521706,5.557101249694824,11.705552474644817,321.76950250596934
16,74.53868458051078,4.442777395248413,16.777497036027622,334.7093703275689
17,46.690287754178286,2.490927219390869,18.744139688511623,167.84918520515208
18,66.8650541708788,3.3094708919525146,20.204152371749643,275.28050362171524
19,29.94136144719205,2.2984743118286133,13.026624353861667,79.68222842903117
20,57.86010961185294,3.9940085411071777,14.486726559631633,225.49258046996658
21,39.919000945914696,2.5392704010009766,15.720657764599897,133.0683927215082
22,58.65951040443306,3.243389368057251,18.085867513208676,230.9100648400373
23,59.70145420931659,4.346725225448608,13.734812097112727,249.81120986570303
24,74.3006264719009,3.93873929977417,18.864063045797668,317.8128989416282
25,37.74797443398457,2.444366693496704,15.442844371269643,123.21111007075736
26,31.71155148109342,1.5034151077270508,21.093011050711578,67.26686447064395
27,135.5721038399586,4.9363038539886475,27.464294713222163,922.8997474696978
28,48.453982911039816,2.4873721599578857,19.4799892396722,167.38846544663454
29,36.07842537188185,2.0222575664520264,17.840667761812394,99.29568481131392
30,44.31295668485337,2.6544976234436035,16.693537900918308,150.74353633378223
31,38.45984648255928,2.1948935985565186,17.522419541362993,109.34608623173216
32,54.34354450355591,3.3852200508117676,16.05317931710952,221.41553950003737
33,32.330963675923634,2.7233023643493652,11.8719698918368,96.36649679868994
34,83.13295980819379,5.244341611862183,15.851934515508152,674.7963567579528
35,31.917372510528576,2.1145284175872803,15.094321856854942,84.87124724373918
36,50.13737060487617,2.979038715362549,16.830050024635028,191.26467419414377
37,66.84096868437265,3.4862475395202637,19.172754638521887,283.6007336571714
38,20.860493235695525,1.3605730533599854,15.332137575545662,13.451109435619358
39,31.705817233582177,2.075357437133789,15.27728027292016,79.10018542744395
40,51.34739342547412,2.875535488128662,17.856637011595332,191.37881355044306
41,38.71323613323588,2.778362512588501,13.933831873209426,121.61512943302657
42,40.18515734153574,2.8231518268585205,14.234146728924609,133.1528067898181
43,52.51815335774183,3.6311962604522705,14.46304457011107,213.0222010217512
44,21.413016128802198,1.2738268375396729,16.8099897864927,13.465912429997246
45,48.17270593653479,2.2251088619232178,21.649595110100773,162.57915172409884
46,74.01214910201662,3.257622241973877,22.719684360078155,303.5082430354473
47,66.3596329105959,3.7822105884552,17.54519780393818,262.24949636823806
48,72.92639521538696,3.3758113384246826,21.602627606973428,306.1522733199354
49,36.13217158398687,2.674975633621216,13.507476901788962,111.30048589939096
50,65.80971671185107,3.7375710010528564,17.607616468907956,269.8767857493215
51,122.46601412326451,7.166710138320923,17.088177386780274,869.7715046614912
52,53.299800371631534,4.032716989517212,13.216846237953453,218.15120663088373
53,78.9732883803687,3.9272701740264893,20.10895224440345,344.4571115917533
54,49.79199926126826,3.195183515548706,15.583455228460492,198.93449450847788
55,71.57902449356206,3.050166606903076,23.467250717244703,293.52563360724076
56,82.19600536879784,3.1153478622436523,26.384214220495053,629.908269316977
57,26.27588848131204,3.10909104347229,8.45130879537276,66.6361497174937
58,21.10517972387899,1.462515115737915,14.430742969265195,16.6495894146463
59,25.996909534364704,1.9834325313568115,13.107029920791375,55.124021802885096
60,24.790514129126198,2.181971788406372,11.361519090598431,41.34553390708966
61,29.65943442009733,1.8824985027313232,15.755356180663282,65.18047574551301
62,24.424636991421337,1.979374647140503,12.339572514332398,45.30494356470177
63,20.229636556457226,1.2341837882995605,16.39110539956882,7.284152526068752
64,102.8628482226155,4.838415622711182,21.25961394051899,765.4373651169055
65,33.334470185637564,2.473454236984253,13.47688980341939,87.80628453359691
66,243.18551747903606,24.423532247543335,9.957016659762518,2380.6161141580906
67,25.494164227385053,2.277399778366089,11.194417629071578,54.34439525462065
68,36.89356353464452,2.1211838722229004,17.392911580070525,100.88807991683439
69,53.41637215256999,3.1490824222564697,16.962519550153463,199.6805850675176
70,52.488142748961366,2.0008437633514404,26.233004150730398,177.0068472790285
71,242.5071710875729,15.421637535095215,15.725124555397977,2250.055009840418
72,128.1436789141984,11.901815176010132,10.76673406695904,967.8403569286784
73,47.76467940072405,2.68861985206604,17.765501271598442,160.0290755579353
74,38.424244966983906,2.8133139610290527,13.658001026280445,122.38347426955005
75,80.49505718368869,5.025556802749634,16.017142048747196,349.716137408676
76,31.933753651365347,2.354804515838623,13.561106001188676,77.41826946476121
77,36.17569871379713,2.512955665588379,14.39567725335378,113.5029266768702
78,55.37042359068788,3.096238374710083,17.88312684286542,216.69856100392292
79,37.46227644669709,2.4035518169403076,15.586215442771737,116.43973593561714
80,53.793881358212474,2.4504337310791016,21.952799896581237,191.73129944411664
81,30.210110857557616,1.752129077911377,17.24194366637048,62.98376580194869
82,88.39593874114685,5.635852336883545,15.684573238841654,709.2496335206419
83,44.52039181416392,2.4585044384002686,18.108729485610784,144.9689470628113
84,46.528798257238506,2.510910749435425,18.53064600870439,153.48451402572522
85,29.611095545156576,1.7158069610595703,17.25782457886212,61.51383560475438
86,38.88801221669667,2.660308837890625,14.617856266466871,125.6999781982142
87,51.04404166601075,4.2727720737457275,11.946352575100727,214.95113029473004
