Episode,Distance (m),Time (s),Avg Speed (m/s),Total Reward
80,70.43622290628592,1.999406099319458,35.22857258976075,151.63954569885573
81,22.519330259585324,3.28456974029541,6.856097461812445,-47.379894467881414
82,142.51752403720963,2.221642017364502,64.14963478511982,436.11332876368476
83,35.690393044591374,1.0877399444580078,32.81151273926504,23.775326329445505
84,19.262460865772578,2.7314484119415283,7.052104949725452,-55.43976876114648
85,72.38043309556686,12.243424415588379,5.911780122839799,58.94962908643578
86,73.66709313518871,1.6156396865844727,45.596238905794586,171.90509401245822
87,63.657569869761964,2.5360500812530518,25.101069706915656,120.53802226046443
88,69.64475048222066,1.6908822059631348,41.188410544867416,149.59591290822613
89,70.54257477706878,2.655045747756958,26.56925020469599,141.93031008339707
90,66.94873718339211,1.5394620895385742,43.48839613417098,142.8796122739246
91,60.06337529860156,1.256291389465332,47.81006683820707,116.44495145166894
